NU_INSCRICAO,NU_NOTA_MT
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,430.84
8cadd025151167286941b7d4f113e0335e046bbb,563.4
6629196865947bb489338e3fa1c9f0e56614ee72,516.36
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,367.66
bff7d200b32aa005540af908fb325a46ca9bb742,428.68
5d42040f9935aff1dabc32c4f5a578148138e1af,417.79
bd01964e27b0e530ca458b382b07493aeb48a2ef,451.16
6588cdc7aef843b1775104bc38017bb3f808c7bc,448.65
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,580.95
1d705b7b461dfd626645d5df319ab733c1c1ca73,473.33
106b58912414f794e754883865bf6e4cf68adfbc,457.39
973c923e39db780e329a64c6049dc85d9be17978,405.17
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,457.64
7f9879b40a268318e2a969e73156aa9df7a48c13,537.59
866d7784ed1380003929da44f965aef9339702f9,544.78
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,488.87
f66562b958e6349449b87fea0a01fab214f6ec8b,380.49
beefc7a89a2d9882e5983d80e356f8b7c23994f7,511.89
82d7709a8445664e93038482fbfee478e8a40273,499.22
e3929d32c498f8e45ae326017cf7c60308880d94,590.35
9da35674034a0a1373298436fdfb2f1d840a6da2,456.31
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,424.03
d426e04457c4fc8b4068a7da6805a7ab8e07224d,427.28
f5c04dc290d6706af8214800e25be19129dc9f7b,432.55
cd20ace0b8fb57cecb028764042f1c7851d39507,421.24
eb5f0ef501357740c2ac626bf1ce233475aa47af,455.79
383f9cdf1c3d46a2cd312345792cf74f15e4b746,542.46
fe23ba819708fa369addcf9e6dcc7657cab3a96a,461.43
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,604.27
b0e8139fa43e8c764878dcd69f3548d74353d838,481.31
9284a89fdbdd88fe9877dad42e9984e7e2484e20,483.96
f4c4cee74ce9ede036564ef9b80aba39c768e126,402.92
b8fb9eb73a9f599896d49678bdab39e07479b2ba,415.75
bee771ff249f080561ad1b67c3a0050a3ab89b32,493.13
809ec35d37a181001a42e6340709505e78a2c577,425.18
67da0b704f0c6cc6037509ab516aaaf58fd950b0,471.03
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,428.26
60290f6053f0e9a625bc9d2f699ca507e8985292,418.68
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,473.69
4dff8608a5941c894c2f71aae910da722b5b2b2d,443.17
67833093fd0fde740199378acf55c33de750736f,460.69
23c6b7ea47102c0ba28ac805a03304d515494ecd,492.09
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,439.45
68b155dada9a40aafaaa7714e063a432dd8275d6,404.4
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,598.05
04df4468d9913083f7984969a8b2892f210b4193,420.75
cc2a0d12abf9b0917d668bec85e91fafddac7c45,536.29
e9b1849607e9d8ab47b7fc39be369805313dda59,401.3
95a22a438d6ae5aae37830d6a7fc74e75fc981af,485.39
27584421ac81833fb4ccf564a6fcdd4ac2b698be,530.5
e720fd525ae844a709b93fdb28f7914c48d8160d,533.91
24fa503c4c1225e71a37fe92b354c626e099cbb6,585.93
6af857c10637e8e60ee8723080d306cf45181a2f,596.11
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,449.72
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,472.07
3a9507cc35b592af5172dd8ebb28cc89827e3f68,436.2
551f1885fa0f60bb05f612a39cafe53130ac961e,408.9
cc3750ac71c85cc688659b3eb20dc112738eb623,624.56
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,456.82
9c87e30e40e82eba487a7fb0b594eb881db74389,409.46
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,441.13
16f6526457cc7d849c2a9829efa0e021c78353f0,515.23
74b0cbfbe74747c9780b564db3e624d3c19878a2,427.87
fc67a6d22a9d1beadaf42cd714789d5749800b19,425.64
d0c7acbad13d292e637f23633da232e29186e20c,463.43
b921a4ac834cc1109c06e7c1de9439c0daf16e06,525.48
e31ee5529458da77ca3239ca06f64465e737e454,437.15
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,455.12
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,533.8
05a25962f9f30d8544842ec3d79244e99d11017b,605.95
458f801c533d802e3655e9bbced52ee22826f197,427.11
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,438.41
293ffd1359a352518d31928214161b644128851e,548.18
95068b8d72613d8b51b22243060dd50a498e4dbf,509.31
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,413.82
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,473.01
758e005c28f680380e79d7935f29ce42c3b49dfe,529.23
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,488.02
52a23c1eb5ea201859a91a6cb70114032878f7da,382.45
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,576.29
ec12ea01cda3dcf0c6271ea7140c656f4774264b,451.5
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,527.52
131010225a14ea18fa1748a59efd6413fc0eb338,467.51
a2b095e8fed2a3edb2a751b5e1e71336757e278d,441.41
766e70bac5c7e88381749ba3f140e03132b0858e,419.58
92f75ecf86b6e027c977162cc4297db8d280b2be,483.37
a3af6be26868494212d438ddc80ba11e55d7261c,525.62
defb13732108dd8d257e70b84e439d9020576209,516.46
8120c2970d5087725caa5d3d87fcfb24155d181b,405.99
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,544.07
95ced045710caddbab17dd0552eed9f15d76b4b8,554.56
17cafdecd37633480065ba97838ed940156e0a07,500.46
5f553236d725160fdbff443604199b293f1f44ce,476.61
869b7dfefe247dfa859db744c33c2678411dd945,515.79
c910640a6e6c25b259dfcc4990f2899245e988ca,442.27
c9210ff822feac437edffb18dda200a8f3ea1a59,503.13
e18348afecf00cc3d88f3ba48351ce1843f220a0,471.19
5954217e13179b6043acc782e102668a2612a8e4,450.06
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,445.11
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,449.55
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,434.65
a7275f430267de859f35ff4b68e4a276e5be7279,440.47
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,468.97
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,517.37
812dad3abf68e537e7a5f58627c83daea4375233,470.58
8b9fea02641babf2396079c6edfed9abb45117bf,471.93
d8788a6c3e384b392b77f519451fed79c34453a2,636.32
1e6d53083bfb60a532c211edc06a3b3122eaa340,452.05
1db27ec90efad017f1e8e8998389d75f98149663,442.25
ee22b8c134e9178600d57236685e0822b2034601,579.76
b03c5ebab160571176fd665bad3b559d23d28f4d,575.65
018c21da2ea1df6cc5d00ce480c48672c234ddb5,553.59
5a71e57629eb2d9b1281fa0acf78fc410f82233a,412.99
63add5acaf261ef36ff419c5cf3301d8b1a91b06,428.47
5b7f5fb34de0f846635830319871e2bdd06857b1,476.14
e074b29573906c0b39248900a4d73df3a44cb72f,467.62
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,496.01
6581d33040854c49896098641bd48cca28d0bfb1,445.52
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,546.13
e5129f4e0fead85906b2b0ef48b253420c85060e,427.56
64a758225c8fee36cfc6a33f8ce52435bee3f22b,536.79
7866c1a752ede108330f59479ba22bbe27e24959,460.13
e2d2423c2aa3c3191363bccba383a85740b6003a,483.23
e26a4055e714830a051bbd4118cb4e10cfe613f9,447.06
a2a35215a2bacc65b551efa3a17f34c5566ba27b,441.3
9e53b4840e7a00693adbb1eb46654e76c8309a61,484.17
4665254e0bacb0ecb8a006903b69fa80b51490d5,481.06
166fb0fa70c428f172f3fcb85eddff4b3ca33545,532.76
16ba4511e82380eebd8917142d36a7f2ca28afd9,421.72
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,434.45
3783d0f562e9914300b98214cbf59c47df628116,430.71
6259df3d2eb137841e632a56f2f7cca3e3ff4172,484.12
89b4c8805837e713f9a730c673c222d2fe78bd69,402.75
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,593.96
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,406.68
c90b14063cc4b109019cacd40eba1359439a23a8,455.88
49412082f17170a1b1a7a0f4811fc3f84cab68d7,437.88
9f8d3b5c8003823b00814d8650478f4a4123310e,532.66
973f904d79c6d3556de58dd6a26972c4d1f519ac,436.63
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,509.91
236ccca2305d258085cfccd31359d025e8c2ef03,479.36
35c68cb7b68131dd4395dbaaceafc098adb26efe,499.12
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,452.48
39f3b003b013995457d88d0f976e589375ea381c,575.48
be2efc5d7aac68e406e259efd6a1383b0535d030,516.97
05654f1872402567f29cb0dbd2b6a67ca962ba20,415.58
01ef84ddbd815b848e2791e31d1e1fb530af0800,477.14
0347f75702f7a58defa7830fd2160be814ee63d7,479.58
e9f4a7e0f743c19594d064f493acc7da5705cb97,544.63
cbc361742d9f5471b72c408c86a163a3a0babdde,466.85
1d2002450bef0d038cfff583a8a45c1152adff4f,233.86
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,422.93
b935e46f14ef9cabe4855d768f80a882afc5bbf3,525.61
dd89be9611dd1e70f883c325c3de4bfd4beddd54,593.9
7a6f4434324d90047db1434d2218b125200749d1,561.14
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,518.2
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,615.46
53758d4e489f33ad1709258781c0db4fab9b5803,492.63
4d1782421e1635415765058a400cbf70e2efc504,515.83
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,490.36
09985e3d85e82b3a084a6854d96f6eaaab8d8273,465.94
52e6e0e10f90361c2ff44016e514330a60be586e,435.57
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,507.98
4496d0d42a729a789643e669e0f73b068777f1d7,443.23
0e62088a0bd61cefe0756a63c5af7132651e9eea,429.24
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,460.26
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,446.74
c16dc22c158d28ef77c69463309bd08d7c5b6736,424.05
62f07fb05c1335d56823a296968f0052ef393852,542.67
c921879f4f48c0cc5ba092b03e62973976c85a17,452.84
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,550.85
fee103a972b59d0ccba0feb8675a40a245112360,421.57
49aafbfd3dc45435f5e1755a2e0723967d683a6c,579.74
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,574.06
65b711ff6055c05fb83d01e46da49803d9dab58f,489.86
a6edeceb9d45fdd9f131984206250b116b0b94db,588.26
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,475.15
0f73a216f0e2a2af8814d6faa530648df17cfe37,488.36
eca7b9fb647b11d556338ead147b829adeaee4b5,412.38
9d86872c99e4afc37f1c6b01357a3128f947cd87,514.24
34e428fff9d5931c622b15ee18951f781dbc571b,444.7
6b10ac235069fa3fa257149b095e113710721781,454.56
6dd3df00297de5fc127deb03d1cb76ab9385d496,430.59
f578deabf3afe98992b136729474b1ed461bd6a3,558.8
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,631.7
e1526ef25f838eeb588fa4f3df0cc514376901e0,480.18
f2b7d6d8635b65fb4730a3860998148f83cbf92a,422.49
05fb2b3c3cb1085375bf04a0c773f1de17a9a939,519.02
9943ea95b914e7b37549437fb292ce9608f10d41,526.0
7d93473c5e877b59586deaaf559da053dbc9a7bc,490.68
e65ba317385a51e76379f53a718b43678d468a17,469.6
cb8a7c0c876d287354b99b4480e0c5fe360583b7,460.82
259303751b8f314105e5889e30e02c3c1a887c5a,552.46
62121076b2a2fc75f121ebb3d01af8a0f7b791be,453.83
c80f7b579f91b8d02382fe242062f2d75f271bb0,458.92
901027c8d499d895e0022de833e1a05800e0dff9,478.21
e63c018e3539baa1a5480a84bc7d83d5dd428c18,403.09
07c8954960c4774f911f34fc6ed6ecc80c418b3a,597.48
addaffc4a499dbafbd55194706f75a50c1359f20,466.26
d8d0b37b552dbfb590ffe86600f0b8ea379039ba,455.59
6aba74ebcbbdb7b9f2a4483adeb769de06403004,475.89
d3380c010e39f08a398b07639fe9f091f9d6ebad,467.23
3245e67245c8ca0c162e45db30153c4a3870b113,492.95
37b44770511dcfd53cb5b84729e675c0052bec0e,499.66
ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,452.02
a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,401.81
215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,481.78
b64011aecd45ea9d1b33de793e4cda3fce49bd3f,388.06
27efa149460fd0952df3acd2b9b552baf5fc5dda,471.13
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,559.26
c5501d10debc09cd5ddbf04f39e1cb01334a14b1,459.41
3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,469.59
0654c8263516d72be6891a0ecca904f41c4d10b1,523.34
69a4a6042373b49e3abeb16903d90be32f41ed26,441.63
35e66128c079d902484cba327f1d99d9a50f8e70,402.23
24507171dec4cee2f64c8819f2f0c33882138078,554.83
425b9425691ab3a12a19eb8553e6a66340827e6f,617.9
331cfb9e53861cd1304a66385b1f91bd844f9ae7,470.07
7d20da9fad6951e92128cb96ed65c0274725564c,399.51
35736d0db390f11f2655ecbdf2f4e0f95913c013,488.5
b4e3a0b877e12f70ec2fd814a664e3830107615c,465.06
cf61d7396561b36044ea119b74c7ea1cc1083895,400.06
5a8c458e9e19e15a59f06d7a86abae6207652e1b,465.58
aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,506.82
ab91fb38c1472e50f726f6564b128125105c423c,427.05
fe6f686f595cce82b0e423d735d93376e1078970,495.54
ca929d2fce6afa19a2a44d7324f59b5571504a56,364.44
355146e8b44a5170d6be887d4a885381389a88c2,493.97
b307abb62bc1660ab857080595abca38e67569a5,461.9
00b5f0e8ee64e0b62488691eef2331727aa5a2ce,429.84
daca5f01d4227d57dc02b533dac9aadee17d874a,420.65
418d7059d5266d440e6e6d952d1091955e8e096a,652.52
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,577.08
7cfc0106adedbc2997d97ba062c2d73a315735e9,594.34
0968f25447365f5338e2183ff45e60ac1cbc662b,473.44
40a8e7f491eef8f056f80ff22b4ec822ab44b257,468.46
6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,445.54
de1775c30a3c0cb59489f59f4b79c11c5eff9e09,456.05
3b4b91a764a8cdb63b28c49be5596cce6c591ba8,439.06
3f7db50e487aac041dc7a93dadc63c2b64f35f35,433.32
f6ac8e11a2f46730b6239c8fdac72c089b098a0c,410.46
564ef83dedb5fc55f4d18dadc833a59be5b66b93,433.22
6eb99d9fcf3725c82dd85000687fea5c87ba5603,515.79
40b19d0d687b11c151e2e52a1c45cdc228367248,444.11
306994c5a4709fc9524805e27a94b0af37b710d6,459.98
05f29cbe52e4638f8522b4cf7156451be52f820f,524.94
fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,520.24
70a2ee9298bd2f3c3285b6cc90acdec0a552af62,503.77
9218614600ba09670b1139f9d32ce74ed37039cc,169.55
8a2887db89c942c5db855014d17f83d72a42d1da,425.82
50fefecf2b22217f20e38de53a9d373f2e6fb479,493.42
806c930bc010bd0594fb1988bad5371989cbf48c,421.8
cad6cd0d6f3da18f67700ed1cc192a204e47a9b3,477.51
9341d194ee48dc4c7824ebfb75f75b3d46ec23ae,485.05
68714d974b0744f451c5ebc8fd4d8098f6eec52f,444.64
014ea6d95ae315c024af366feda8ad406bf24711,519.27
2ace1dee1b009246306a32a49ef67dc885559d05,526.24
47e8256128b8451f996f90e19fef736fc88f674d,578.97
5bd64029979188029b354f74a3615c3e3ae51773,510.7
614a6af307a7a6f7c34e7f84970a86b22158c831,452.67
52e63792b8830a6145aa22af560859087b89ec3b,443.17
89a327243b1ccbf4bd9c83966951c9c3b334539a,473.68
b75727e7f8339da2534837df6a3b87cd893a3d64,419.81
6c998fe9d20676974cfbba5238729817364b81ff,451.61
3f3b28575c4adf02995f473f9fc96af185ea0ba3,398.83
5a9807c656339abe3e250fa7a6da78a597db03c2,497.22
fbfbea6fd499c91e414273325f39473a8660d3cb,497.8
8f5c721a8efdf18ad7178a4c7543115f4fdfc4f2,412.74
e39ee7214eb0de339889086bbcc3fb9c27635e88,420.21
f2c02571ccffbc71ed989ca6e81ce0a866aca9e6,486.56
6a48260a4426d3440055e722abdf3904f72dbe71,446.73
6d4020e289006dd2b3882a9535f648cc7733654b,593.93
6959680884f838fa666cef4dcaf6f38c68015a75,470.42
f10048cb12482c95e2bff728bb8b092c6de58185,498.93
c38df26822878ec8aec4e990a7dce9fbe3b31c15,478.75
82918decf898ff34c3fb8f74dcc741d89f2e887a,431.51
0950ced524718e7354726002cce923bfd5768972,468.97
eb844fe5f340bd85246c14507ec44d11a5ad1b3a,500.84
915381e62e7a246910a872eb342807407e71317a,539.77
774ac976cedb112ac8fb15af96fda500a5f027c1,456.07
339c2ad1c2f8bb87c25560267bcdbd010cff4960,407.06
7aaf4058b49b53fab1e8d023936c86a532346dd5,486.27
a181c0c7546bc7c4907131706417c491da1a52cd,550.67
a3686e592fcfaebf248e5ca8da561a4d782628a4,564.55
b0f54de8605b95594f5079f8e93b398af2f52672,548.1
77573ac0beae4de1eecd7e4ee31cb7ac0e517a62,432.45
fc1f02a34be2f3228d7db83a4b426303e4ac55d9,435.06
907714f121753b20e7883aec3930d22aabd236cc,199.35
5a74fe1978357687517961c52b82afca941dce50,594.98
2610ff8773cfa165eefd2ca5a29bcb5542d8c72a,495.81
186f0e871262e3c34f65f1e4e2ae5d56f6c88fa7,469.87
03d53fc3a9770da7b0844e78e47a52e798c04ce8,499.69
f41128cb1056d63399675c16c8286d7210150017,445.8
d2f05e8ae57d1364d32809b7d713e04fa63de853,438.25
b96efbc24ac4066ae3936c2ddafe78ed418871e9,424.15
abae954c927448239a5e6436078f418a979b0aad,507.37
5b4829988c8d90c7c5245a0137eef128c18d8102,500.05
756688c3fedf01c54dea31e8409a94b7a3c04694,515.75
5c6d68c86391642fad3e57fca4ea7ebb43905d8c,206.93
ace6be51908a3fe879847f98f5174cea72a01cdf,399.09
e88db80e80a0b432135c243486ae3edf9d8b16db,486.66
082c3d2ba280f6190e82793d850c788800c0e9ae,576.16
8524fd62bdb022c65d047b3ac586b5c17e34953f,542.11
3fe9446652f81c99b93ef1bf102f1022e5439fc8,466.68
14ce0c624edc795fae639018735ade1be0211e59,457.2
549788486cf78528c47ede31d8526421baf3295a,425.25
9bed94403b260ef0410b3f7f5732d16d7e6d215f,552.45
85fbd5d12e7a1c7fdba81bb79484c7ed02cbe52f,465.24
6c517b7d64cde5d41ae87592cb14dd2fe3168465,486.19
5d65fb52accaa2ca11b591301d82fdf6ffe7d6db,532.76
a9249aa7951ddea050cc01b89a12ee5db95f38f1,472.86
d1a429f4e4f169ecd88f052ea64c5ee6ca0349b1,404.09
000d12a79ec47849650d1b3253771ceac2386a24,500.89
50af85c0e1364b91cdcb1651a01a022ac37142e9,402.8
c6725f9c8ca6ff205288b39bd9980c9116607361,399.13
d42bc2942d9fa885151569ba45e2baf7ab81943c,437.32
2eff9bef531ee4cfee4b05b324b0fa6dcef4e7af,449.07
914f4ce9bd51ebabb9bb49c20bd9dc0eebced394,501.64
b263fb8d3ef5b2d16b93e6b6e063eb46ef9fd21b,446.63
5b1b4d4a9733a6cdf0110c7914355e64b2fae144,494.04
22b66aad9fce2e642b0daf373bab9329d8433e00,505.81
6d6bb144e6928e23299cb0eb7a74b64ec1db53c4,484.97
1a430bd149b0943e380c2a9ccfa95e0bc741df3d,490.63
03e6acb3a98cc51d6e56058043e291621582d9ab,447.75
b76cf03d2dcc5fc1a43daa9a27ebb2ebce26a9d0,465.78
015967617bb96a4bc84e4260886c823440005e70,507.46
647ebe14005592face7077d248e95dc47d912b2a,444.42
42d8dd907f98ffa9885c35b3bc70a1f3fba5dd2a,595.56
ebcbc09552a7ba9a6e016861a635873387062ee9,487.53
27e16393da6359424708a050f66c875419a1fb31,423.24
ee802970bc71823875a11b790d98a34c6601e35f,478.16
e57ec4bf52b9347ed3be6dad59ffd8f99d58072a,439.32
e5a719da84b172bade27c1f61389cc74460cc4da,510.36
10208b09bb9aac5776f0092d08807b4a93150d0d,424.91
4fe9b8abaf99cc5485fd9a196235166fbac553b6,441.35
7d12a3dcba309255f5e841bd9ed885f2195466bb,463.84
1d99cb01ecdaad2f21bb9538a57ac91823744125,541.97
dfc8df62be48b4b815e6fd18a3d9823259c35858,442.07
9f9a7c80e345d490250c4849330b45383a86f144,560.99
830a84bcfe5c2926f032e0cf1fe35e5578136c12,466.73
01a08f233725c5ded68d4802becc4d774d532994,576.84
62c9f4cb338279f3e3dc6ac37bdee82ce0505750,449.18
7d778b7515045a7727f184e072593b861a5cdd3b,421.04
8cf0dbe4fcea48903eeb1d91c676ee60c4bcf51b,457.04
9ae4da56a8db81af0caf990ae6fdb45e58601fb4,404.8
0316f67e6e3ba4412fcc20519793e2e80ad234b1,442.66
7445f90d807cb216b27ef662dcda107e59ef9ef4,474.72
7d5816ced6de8b7762dceb869f14673dfa0665e1,505.29
6830fd333d1fad4de7b3e17bb0be381413a4f55d,409.82
5107a030c384be7852cc120d7e509e46680b942f,551.11
8f71bd9e927f9eb966b110496452521a980cc991,529.5
f023a967d599c0b13c9668b23c15d0150edad2dd,522.7
1933703dbe039b2c6ae49bbe3faabf5ca31f4d79,462.56
a18d0f68426b0e4dea7f437a3eab477b1e0be1a0,525.23
dc92aaa76343666c1ec20cc41c875e864e2d6ad4,475.79
67e4d2195af1d4908c534532a337a853f0b3eba5,630.46
1d54cca6dd5469a3d8096674fbfd706fba17d465,417.73
837285635890d35f81a26bc0c0febd72eaf0795f,555.0
c7bdce315a393a36f6564cf267a2fb1784cb67a6,446.29
be725ab1c9a7ebcb64ca2208556f135c601c0795,472.15
a3c5a105c7a5a09abdd71798ff0aa3fb9230bd5d,490.82
79aa7cbe62675b628e65ca0e42ef14e4bcd254e4,450.01
6939ee2ff992ac6b7443a9cff18f25eeafe6b67a,561.83
6cb6d0fb483677807fa4709359282dda53262fe4,382.9
91063e48f730917c0d9db5e5268073e1fc0ef9c1,562.05
9c918fd6377dddb0271432f900f514e52f81cd5b,546.83
cdc98a05234e974ca0909162e91edd4f9bd6fbeb,405.37
bdc86b3f02e4ea6f4e90f2a9b383caa5455c8ac5,547.36
412fa38ea36b5152ec84b7c7a020032457f3150b,431.82
d5895469abcad00eb7d0f105337d5533e361e974,430.11
2cbf4f5a96fb7d8a65195e1d1814f570a1a00cc6,443.99
5fe14677f2d5ef12633fdfed5ea1c9cee1a6ddac,417.96
cf629245725023868700f1a68cca06d9f7098dfd,429.77
31e023624cb43e5ebb66cbd6339598bd05c3887b,443.93
a8535ee418f45e5a0ab8e267307b78bdcb43ca1a,452.71
d30b679ffca5529a1dc7444a7b3852fa6d3c1401,410.86
b1cf35d19533e7ba0e50791368bb5ab2972bc81e,542.86
6ffad4a5c8cee2ccedcbd5f58dab539058ee1c92,510.22
b75b5d8968fc9fbe0150535f12e2415704e786ab,466.54
fc129f6792f5f0d1b00f717092200f8b79ac08b8,528.37
61591e4809bbfebc15f6520e549334e1fc6e0d13,502.75
f6ab21c4f68401fe4558a3a48bd2771f24fa9642,483.42
c0ed7fb489c2db6ccadf133c91ccdd3983e2a7e8,452.55
c5895aab03f78d4b0c551da300b346e7ede75657,467.64
d27c9db60d09e5a5613768c6fc86e004791982c9,580.08
c363bec718e45cd6bf8cba599cc3990d77f95c22,713.46
50a0e7183e16dff0f02b57b87cab72d20733eb95,466.11
50b5ce6daae798b2a20bdfb1b7ae714193948e62,437.63
580169d1f82af2f7df48bdb202bc29b4de0827c2,486.14
dca3ec92b9e43385e29721fc0d1055477650c917,468.53
6c7f3ec08e0402c3670f56a9b8ce619c39010560,540.13
1513ad16109a8979d1ddc02c5cfd58dfcc683b9b,441.28
5fc3957e5a6c497578d3bb27f5f375f50b2c55f0,503.69
aec2c57d63fe56cfac41950ca4c934cc3759390f,493.93
f2f663aeb034de09a91210779cdbc4c612285ec3,556.93
5f93400386d57b6db8c6a61f200ca9aa6b6c831c,531.04
a62682d38e5fdcde960762f9a939f5a6af89c8e3,418.25
6bfaa9604ff9a85222311c1218fa25770202f6ce,452.37
baf4a7108d45405b3534a38d5429d88941445dac,639.49
b2b3409307137dbb8208e071880baaeab7ec17e0,549.54
78dd4bb66bba39f81056c5c3575ea3f598e85e08,493.71
bd328531283255d75aed0e5d52211ad1eb67246a,455.76
8003642991caa3741b8b8214fa7cca6c1820db86,428.51
8e4ba04b76a718603efb41284d8b1db4600bbceb,397.44
17e826209db27c2e13c1b42364afb66391c3db1e,457.93
fad802fa30b02c02621a21979e3f570baf740f47,532.28
85b310c475c909288c20c88878aebd61e06e642d,453.14
47a9b7e5ce0334e224ba751013cb77accc89dd5c,469.54
1de131f79011c4ed27f5f68fe2ad206d39454982,480.84
a53adad378d7d969968a98adb888aed6ab7fd7ed,520.42
1a242be3387cf3bd1c90a62db737b14079c2823e,462.2
df98e83472e030a418ae07c349445690a3ed0e30,476.7
86e731066e351670ae094b59499e413dbfb404c3,486.0
85635f7bc28c2a6cef26da5a20bf1c80ccc4f9b5,618.35
8a71293765196e4ffdb21725bd389f75444e8170,510.43
48f0087a3b025969acdf9e28c651f04a3ca09692,449.82
aab81fc17850ec76ffb65aa8792a1e69fa99e183,461.01
e1a2fa92a4bf0ea2c2f658da9ef93a64b2343a98,459.81
6c860c84d8a790be80fe0e8c6dd440015db115d4,486.71
724853d5dda1997b6d26922d3a1e33c99fd64535,464.76
faa4a182b09cc7f407f65f909a43cb343da70888,463.03
4decd3fc04eefeca56eb4dd2f7b88e755b3d7bdc,420.36
7554a17cb5fe0ee2acae424d6194396cb033cbca,448.0
741207dbac179e78eca28c705ef42e71f97b9a8a,506.68
b3745024b7fa89bbf4e246f75fcb23e1f42c16fb,620.74
8684787d41f09ef1edbc107fb842d639885683d0,411.68
a676b8e3dd80f852ba847370fe26c1fd7cb6ba62,539.94
a885c6414c26d4d629e03aed0474afc2f7c65290,491.2
f49f22bbb86d432834998272529a13f15c6730dc,516.33
d544326f8af83fa4069d6d56482b05b23a30fd1d,525.36
04da8607bc8818c7326abd5c0db036d35caf9b2b,407.26
135edbe9a301953a3bd1014bd2e4dc84c591356f,396.44
49dd19ce61d644f1d822e223f692fd26203d288a,516.5
e6375694613198f8db0720d7a8a04d8263116116,668.36
061ff1e6d897f2f8dc6cfabe7353a534b9394b9d,449.74
4723ae34d56d7f758594c7c0c60bbfe2bbcd46d0,427.58
535636c1160aa647a3d7e68572558f530b844417,511.5
50e427449649dcf6ebe936aa3025313caf572fba,608.58
90dfb713cc19fb1ca6bc6e088986965037e1933a,499.77
4b2b45e63a9d63a5f26ce7d20bbe3fbaed537633,560.2
9463701727df93d2f445459b071768a54f6ad9ad,430.01
a90bce36511499b7fa139474cefee24febb8c257,426.95
8298e89f71c60462bb6195411609712279447164,472.17
515ac06f939efc95ad2d977642d02dfbd4f3d7b8,570.26
48197c6d454dc6baa5cd06dd2ad76595b250805e,448.61
e29ee102b715ad1ebfacf8283252e05b1ebb9b77,436.13
a35a0f18027b28b8bb8c084b6b90feaad9199790,432.72
b7109998b806bd3870c7c31ae1629d38a87f0ed6,566.31
2906a09bb43da5e4eda2de256e3a34e066ca095e,559.48
fd79f04bf92c6270f1035be4c92959aa08fef4f3,474.63
ab73810bdc3e819c4bcea28103c55ac80ea30c03,482.99
